guildID,warningID,version,user,userID,reason,permanent,void,moderatorID,modNote,createdAt,validUntil
120330239996854274,39,1,Asriel Dreemurr,246386692355915776,"Using a bot command directly after the entire chat was warned to not use bot commands, on pain of a warning.",false,false,,,2017-03-28T00:00:00.000Z,
120330239996854274,40,1,Flareblood,195546413105545216,"being a general twat, posting extreme edge when asked to stop, defiance of moderators, flat out insulting europeans",false,false,,,2017-03-25T00:00:00.000Z,
120330239996854274,41,1,gaylol,233397992957149195,Obviously didn't read the rules and stepped into #newhome asking about NSFW content.,false,false,,,2017-03-23T00:00:00.000Z,
120330239996854274,42,1,alice.the wrong alice,294120446150967296,"Server shilling, didn't respond when foreboden",false,false,,,2017-03-23T00:00:00.000Z,
120330239996854274,43,1,Pride in Prejudice,200060712477917187,Tried to derail #newhome multiple times and proceeded to rules lawyer in #judgmenthall afterwards.,false,false,,,2017-03-20T00:00:00.000Z,
120330239996854274,44,1,HEYMAN,231489813105082368,Posting inappropriate content,false,false,,,2017-03-19T00:00:00.000Z,
120330239996854274,45,1,The Cringe King,222399224891834379,"Okay, don't call people names, especially autistic.",false,false,,,2017-03-19T00:00:00.000Z,
120330239996854274,46,1,HEYMAN,231489813105082368,"Posting innapropriate, off topic imagery in #home",false,false,,,2017-03-19T00:00:00.000Z,
120330239996854274,47,1,Jackson,150407936554827776,Contextless minor spam in new home,false,false,,,2017-03-18T00:00:00.000Z,
120330239996854274,48,1,manolo,239136072318058506,Random memes in newhome,false,false,,,2017-03-14T00:00:00.000Z,
120330239996854274,49,1,starcogirl39,291185943791271937,"Refusing to stop talking about a recently banned user, even after being given multiple chances to stop.",false,false,,,2017-03-14T00:00:00.000Z,
120330239996854274,50,1,Emeraldsparx,231470355477299200,Permanent warning due to ban appeal.,true,false,,∞,2017-03-14T00:00:00.000Z,
120330239996854274,51,1,connor,140684202810146816,Posting a questionable looking rock formation in newhome,false,false,,,2017-03-12T00:00:00.000Z,
120330239996854274,52,1,death grips,257955519690571776,Racially insensitive language in newhome,false,false,,,2017-03-12T00:00:00.000Z,
120330239996854274,53,1,Ayy Axcelly Kun,259088812477644801,Posting contextless messages in newhome after bring told to stop,false,false,,,2017-03-12T00:00:00.000Z,
120330239996854274,54,1,Practoid,222520276615692290,Trying to start shit in newhome and posting an innappropriate chat message,false,false,,,2017-03-12T00:00:00.000Z,
120330239996854274,55,1,temmie,281976540785410050,Nsfw sounds in vc,false,false,,,2017-03-12T00:00:00.000Z,
120330239996854274,56,1,Blueberry Sans!,272934932572012544,Server-shilling,false,false,,Was kicked for inactivity,2017-03-11T00:00:00.000Z,
120330239996854274,57,1,Literal Garbage,192089454305869824,Suspected of alting,false,false,,Alt was kicked,2017-03-11T00:00:00.000Z,
120330239996854274,58,1,ThatAsianShipper,231921965407928320,posted image of a knife to his neck in #newhome ,false,false,,,2017-03-11T00:00:00.000Z,
120330239996854274,59,1,Just Gary,221353586477498369,Accidentally posted a porn link in newhome,false,false,,,2017-03-10T00:00:00.000Z,
120330239996854274,60,1,Vector,268069198436106243,Spammed in various channels and proceeded to harass another user,false,false,,,2017-03-10T00:00:00.000Z,
120330239996854274,61,1,Vector,268069198436106243,Being toxic to other users RIGHT AFTER being released,false,false,,,2017-03-10T00:00:00.000Z,
120330239996854274,62,1,Slim Shady,226836239402270721,Being rude to Japanese-native user,false,false,,,2017-03-10T00:00:00.000Z,
120330239996854274,63,1,TuToriel,257436936816427010,"Posting of random embeds, defiance of mods.",false,false,,,2017-03-10T00:00:00.000Z,
120330239996854274,64,1,TuToriel,257436936816427010,Prolonged defiance of mods.,false,false,,,2017-03-10T00:00:00.000Z,
120330239996854274,65,1,TemFlakels,288843697460740097,classic case of context less meming in newhome,false,false,,,2017-03-10T00:00:00.000Z,
120330239996854274,66,1,ThatAsianShipper,231921965407928320,Submitting a racist character application to the RP.,false,false,,,2017-03-09T00:00:00.000Z,
120330239996854274,67,1,Corrupt3D,253013995856986115,Posting a huge lenny in #newhome for no reason,false,false,,,2017-03-09T00:00:00.000Z,
120330239996854274,68,1,Blueberry Sans!,272934932572012544,Using #newhome as a VC text chat.,false,false,,,2017-03-09T00:00:00.000Z,
120330239996854274,69,1,Gollum,257436936816427010,Spamming emoji in #newhome,false,false,,,2017-03-09T00:00:00.000Z,
120330239996854274,70,1,Flareblood,195546413105545216,Consistent use of a tag after being told to stop by moderators.,false,false,,,2017-03-09T00:00:00.000Z,
120330239996854274,71,1,Flareblood,195546413105545216,Constant venting and ranting in clear violation of rules 1 and 2.,false,false,,,2017-03-09T00:00:00.000Z,
120330239996854274,72,1,death grips,257955519690571776,"posting vapid, near offensive imagery out of context in #newhome",false,false,,,2017-03-08T00:00:00.000Z,
120330239996854274,73,1,bob,201435606511779840,Created a tag of an antisemetic caricature.,false,false,,,2017-03-07T00:00:00.000Z,
120330239996854274,74,1,Blobbo,193789388034015232,Continuing a NSFW discussion after being warned against doing so.,false,false,,warning invalidated/old system,2017-03-05T00:00:00.000Z,
120330239996854274,75,1,ToTheMax,224433000211808256,Irrelevant shitposting in #newhome.,false,false,,,2017-03-05T00:00:00.000Z,
120330239996854274,76,1,HEYMAN,231489813105082368,Defiance of moderators.,false,false,,,2017-03-05T00:00:00.000Z,
120330239996854274,77,1,MemesAreGreat123,279364691665354753,Spamming after being told to stop by both users and a moderator.,false,false,,,2017-02-28T00:00:00.000Z,
120330239996854274,78,1,'@𝅳𝅳𝅳𝅳𝅳𝅳𝅳𝅳𝅳#7154,192089454305869824,"being a general troll, refusing to stop after being told to by mods, using that capslock cruise control",false,false,,,2017-02-28T00:00:00.000Z,
120330239996854274,79,1,isy,138690842696089601,Violated the privacy of another user by posting screenshots of their DMs in #newhome without permission and for no good reason.,false,false,,,2017-02-27T00:00:00.000Z,
120330239996854274,80,1,ImPuffet.exe,269222967492214784,Server shill,false,false,,,2017-02-25T00:00:00.000Z,
120330239996854274,81,1,Alabama windchime,283649422737276928,Toxicity in #newhome.,false,false,,,2017-02-21T00:00:00.000Z,
120330239996854274,82,1,Alabama windchime,283649422737276928,Continuing to be toxic as well as arguing with staff in #judgmenthall.,false,false,,,2017-02-21T00:00:00.000Z,
120330239996854274,83,1,ColinAV,199586932269776906,Shitposting in newhome,false,false,,,2017-02-18T00:00:00.000Z,
120330239996854274,84,1,Centurion,238357393728077825,trying to ping everyone and here twice,false,false,,,2017-02-18T00:00:00.000Z,
120330239996854274,85,1,taciturasa,97788939196182528,Alting and riling up #newhome,false,false,,,2017-02-17T00:00:00.000Z,
120330239996854274,86,1,Just Gary,221353586477498369,Posting questionable photography in #newhome,false,false,,,2017-02-17T00:00:00.000Z,
120330239996854274,87,1,Napstaluke,150341930453041154,Posting a risque image that another user got rolebanned and warned for not a few minutes prior.,false,false,,,2017-02-17T00:00:00.000Z,
120330239996854274,88,1,Megaquake2012,265706414671003649,Continuing to talk about religion despite being told not to by a few users and staff,false,false,,,2017-02-17T00:00:00.000Z,
120330239996854274,89,1,Ramza,104637294169849856,"Constantly using NSFW/borderline avatars even after being told to stop doing so, *multiple times.*",false,false,,,2017-02-16T00:00:00.000Z,
120330239996854274,90,1,CreeperCart,243087476057571328,Posting the same papyrus image 4 times,false,false,,,2017-02-16T00:00:00.000Z,
120330239996854274,91,1,Frisk15383,163086552195530753,Server shilling,false,false,,,2017-02-13T00:00:00.000Z,
120330239996854274,92,1,InkxTheSquid,122043518544904192,"Raid riling in #newhome twice after being warned about it, and especially after the entire channel was chided for it.",false,false,,,2017-02-13T00:00:00.000Z,
120330239996854274,93,1,cuteinkysans,250003322096975872,repeated posting of unrelated embeds,false,false,,,2017-02-13T00:00:00.000Z,
120330239996854274,94,1,a fascist,196934743667900418,really stupid holocaust jokes and being a general dumbass,false,false,,,2017-02-13T00:00:00.000Z,
120330239996854274,95,1,🕈︎.👎︎. ☝︎✌︎💧︎❄︎☜︎☼︎,235180256703676426,Continuing to talk about testicles after being told not to,false,false,,,2017-02-12T00:00:00.000Z,
120330239996854274,96,1,TheJoyfulOne,145324966999621633,Spam in #newhome.,false,false,,,2017-02-11T00:00:00.000Z,
120330239996854274,97,1,TheJoyfulOne,145324966999621633,Rules lawyering after being Forebodened.,false,false,,,2017-02-11T00:00:00.000Z,
120330239996854274,98,1,Micropachycephalosaurus,247965561470976004,Server shilling a second time after being told not to,false,false,,,2017-02-11T00:00:00.000Z,
120330239996854274,99,1,USSR BOT,238083758454996993,Threatening to release dox records upon user join.,false,false,,,2017-02-10T00:00:00.000Z,
120330239996854274,100,1,Pingus dad,247965561470976004,Continued to shitpost after being told multiple times to stop.,false,false,,,2017-02-10T00:00:00.000Z,
120330239996854274,101,1,SpookyDove,201547911480213504,Trying to ping everyone then trying to delete the message to cover it up.,false,false,,,2017-02-08T00:00:00.000Z,
120330239996854274,102,1,errorsans,277470012871147520,"Posting a link to a site taken by domain squatters twice (asking people to check it out for free movies), shilled their channel and did not respond in judgmenthall",false,false,,,2017-02-08T00:00:00.000Z,
120330239996854274,103,1,earthhisflathacked,273956020320206848,attacking an user,false,false,,,2017-02-07T00:00:00.000Z,
120330239996854274,104,1,Satan,184103135881461760,Joining and using offensive language in #newhome.,false,false,,,2017-02-06T00:00:00.000Z,
120330239996854274,105,1,crusadercat,265927549920608257,Refused to stop roleplaying in #newhome after being told to stop by a moderator.,false,false,,,2017-02-05T00:00:00.000Z,
120330239996854274,106,1,crusadercat,265927549920608257,Continued to argue previous warning with said moderator.,false,false,,"Third warning, user was banned.",2017-02-05T00:00:00.000Z,
120330239996854274,107,1,sans,183105577562537984,Server shill.,false,false,,,2017-02-04T00:00:00.000Z,
120330239996854274,108,1,Crusadercat,265927549920608257,DM Harassment,false,false,,,2017-02-04T00:00:00.000Z,
120330239996854274,109,1,「Coda」,266453646923923459,"Distrupting chat, derailing and been told multiple times to stop",false,false,,,2017-02-03T00:00:00.000Z,
120330239996854274,110,1,asen,81159419722735616,Extremely rude towards GMs in regards to being banned from roleplay.,false,false,,,2017-02-02T00:00:00.000Z,
120330239996854274,111,1,「Coda」,266453646923923459,Random embeds in newhome after being foreboden and told not to,false,false,,,2017-02-02T00:00:00.000Z,
120330239996854274,112,1,Blue Wiiu,273248137727049728,Posted gore of Felix the Cat multiple times in #newhome evenn after being told to stop.,false,false,,,2017-01-30T00:00:00.000Z,
120330239996854274,113,1,Blue Wiiu,273248137727049728,Distrupting chat multiples times and told multiple times not to,false,false,,,2017-01-30T00:00:00.000Z,
120330239996854274,114,1,asen,81159419722735616,"Ranting in newhome even after being asked to stop, threatened another user and asked if they wanted to take it to DMs",false,false,,User was banned,2017-01-29T00:00:00.000Z,
120330239996854274,115,1,The Giraffe Banana,261949481799516170,Randomly DMing a user with harrasment.,false,false,,,2017-01-25T00:00:00.000Z,
120330239996854274,116,1,Bonnie the Bunny,249027101162864641,Random spam in #truelab,false,false,,,2017-01-25T00:00:00.000Z,
120330239996854274,117,1,League Of Legends Fan,269013674155311104,Randomly DMing people invites to a server.,false,false,,,2017-01-24T00:00:00.000Z,
120330239996854274,118,1,Abdullahcraft,258916646025035777,Server shilling in #newhome,false,false,,,2017-01-22T00:00:00.000Z,
120330239996854274,119,1,.|| Core Frisk ||.,270277419850530817,"server shill, not responding in #judgmenthall",false,false,,,2017-01-21T00:00:00.000Z,
120330239996854274,120,1,asen,81159419722735616,Going on about Tarzan beastiality in #newhome after being told to stop.,false,false,,,2017-01-20T00:00:00.000Z,
120330239996854274,121,1,Silverstripe,229801242937917460,Server shilling,false,false,,,2017-01-19T00:00:00.000Z,
120330239996854274,122,1,robloxnoobkiler64,265283763498385418,Mocked another user in #newhome while being disruptive at the same time.,false,false,,Refused to acknowledge the error for a while in #judgmenthall.,2017-01-17T00:00:00.000Z,
120330239996854274,123,1,milk rice,265157291123277825,Server shilling in DMs. Kiced for inactivity.,false,false,,,2017-01-15T00:00:00.000Z,
120330239996854274,124,1,HypnotixHyphen,241611459136585730,Using ateveryone in newhome for a shilled game.,false,false,,Did not respond in #judgmenthall.,2017-01-14T00:00:00.000Z,
120330239996854274,125,1,roroollie123,250024488802975745,Server shilled,false,false,,,2017-01-14T00:00:00.000Z,
120330239996854274,126,1,blueberry_sansette,269262210222522378,"Random embeds in newhome, even after being told not to",false,false,,,2017-01-14T00:00:00.000Z,
120330239996854274,127,1,jcvc2000,233606249877340161,contextless shitposting in newhome even after told not to twice,false,false,,,2017-01-12T00:00:00.000Z,
120330239996854274,128,1,W.D Gaster,235180256703676426,"Refusing to stop talking about nooses after being told not to, saying its to catch horses",false,false,,"Refusing to stop talking about nooses after being told not to,  saying its to catch horses",2017-01-12T00:00:00.000Z,
120330239996854274,129,1,W.D Gaster,235180256703676426,Fighting with another user in #newhome.,false,false,,,2017-01-12T00:00:00.000Z,
120330239996854274,130,1,UndertaleTrash420,259035467331272706,Fighting with another user in #newhome.,false,false,,,2017-01-12T00:00:00.000Z,
120330239996854274,131,1,Megaquake2012,265706414671003649,"Talking about religion aggressively despite being told not to (and continuing even after told to stop by staff), going after another user even after being foreboden",false,false,,,2017-01-11T00:00:00.000Z,
120330239996854274,132,1,The_Stargazer,217586226146967552,Posted massive encoded text strings in #newhome,false,false,,,2017-01-11T00:00:00.000Z,
120330239996854274,133,1,Daniel7689,206027130314686464,"spamming a youtube link on join, which leads to scamming",false,false,,,2017-01-11T00:00:00.000Z,
120330239996854274,134,1,sinn.sansy,265385034892967939,spamming a short wall of Ms in newhome,false,false,,,2017-01-10T00:00:00.000Z,
120330239996854274,135,1,bsamdafj,268101403833008128,spamming ha (as well emojis) and been told to stop severeal times by users and trial mods and mods,false,false,,,2017-01-10T00:00:00.000Z,
120330239996854274,136,1,thunderskyler{lvl18},266315722706255872,Random memes in newhome,false,false,,,2017-01-10T00:00:00.000Z,
120330239996854274,137,1,NotRemainings,265271097912590337,NSFW commentary in #newhome,false,false,,,2017-01-09T00:00:00.000Z,
120330239996854274,138,1,Steelchill,217377357919420419,server shilling shortly after joining,false,false,,,2017-01-08T00:00:00.000Z,
120330239996854274,139,1,CRAWLING IN MY SINS,266934792136687617,randomly disrupting thew chat with nonsense,false,false,,,2017-01-07T00:00:00.000Z,
120330239996854274,140,1,Hiki,257669355263885313,Heiling Hitler then acting tough in DMs after being rolebanned for it.,false,false,,Kicked for not responding in #judgmenthall after 5 minutes.,2017-01-06T00:00:00.000Z,
120330239996854274,141,1,genocide,266087093598420992,Posting NSFW content in #newhome,false,false,,,2017-01-04T00:00:00.000Z,
120330239996854274,142,1,Tαηιѕ,253269784618205184,Posting Nsfw Soundcloud in #newhome,false,false,,,2017-01-04T00:00:00.000Z,
120330239996854274,143,1,Lukaa,260069518355857410,Being a conversation-disrupting nuisance in #newhome.,false,false,,,2017-01-02T00:00:00.000Z,
120330239996854274,144,1,Lukaa,260069518355857410,"Continuing to be toxic in #newhome against multiple users, did not listen when told to stop on previous warning.",false,false,,User is banned now.,2017-01-02T00:00:00.000Z,
120330239996854274,145,1,azza,215427585977483264,Racial slur in newhome,false,false,,,2017-01-01T00:00:00.000Z,
120330239996854274,146,1,Nate,97002999657795584,Micspam.,false,false,,,2016-12-31T00:00:00.000Z,
120330239996854274,147,1,Nate,97002999657795584,Micspammed again.,false,false,,,2016-12-31T00:00:00.000Z,
120330239996854274,148,1,Nate,97002999657795584,Micspammed for the third time.,false,false,,Three warnings. Bye bye.,2016-12-31T00:00:00.000Z,
120330239996854274,149,1,MoistNipples,263992170065821696,Refusing to drop the topic of pornography even though it was obviously making other users uncomfortable.,false,false,,,2016-12-30T00:00:00.000Z,
120330239996854274,150,1,MattThePatt,209093109450145792,"Massive ASCII art in #newhome, then attempted to hide it by telling users to not scroll up",false,false,,,2016-12-30T00:00:00.000Z,
120330239996854274,151,1,P!ain Palkia(UTML),215481013034418176,"Constantly shilling his ""sans troop"" in unrelated channels.",false,false,,"
",2016-12-29T00:00:00.000Z,
120330239996854274,152,1,P!ain Palkia(UTML),215481013034418176,"Droning on and on in #judgmenthall, arguing with mods constantly, generally being annoying.",false,false,,,2016-12-29T00:00:00.000Z,
120330239996854274,153,1,S4lty.boi.v1,142828024885280768,Posting a link to an NSFW nosleep story in #newhome.,false,false,,,2016-12-29T00:00:00.000Z,
120330239996854274,154,1,SpeedRunningDen Co-Owner,263859618705440768,Spam on join.,false,false,,,2016-12-29T00:00:00.000Z,
120330239996854274,155,1,Bacon That Expires in 2017,232352527448932359,Server shilling,false,false,,,2016-12-29T00:00:00.000Z,
120330239996854274,156,1,TrueLegend,257289496993857537,Continuing an argument after administrative intervention.,false,false,,,2016-12-29T00:00:00.000Z,
120330239996854274,157,1,ChristmasPenguin (Forthelolz999),111616497641660416,Kicked for being uncooperative in #judgmenthall,false,false,,,2016-12-29T00:00:00.000Z,
120330239996854274,158,1,HarryM,126110044625305600,Server shilling.,false,false,,,2016-12-28T00:00:00.000Z,
120330239996854274,159,1,GlitzerBlitzer,181502260449247232,Screamer link spam for a youtube video.,false,false,,,2016-12-28T00:00:00.000Z,
120330239996854274,160,1,Lukaa,260069518355857410,Going on about how he punches people upon joining.,false,false,,,2016-12-28T00:00:00.000Z,
120330239996854274,161,1,Yellow Oruks,234277901770555392,spamming embeds ,false,false,,,2016-12-28T00:00:00.000Z,
120330239996854274,162,1,Zuen,244913402667991052,Random embeds in #newhome,false,false,,Posted furries and hitler,2016-12-28T00:00:00.000Z,
120330239996854274,163,1,Zuen,244913402667991052,Rule lawyering,false,false,,,2016-12-28T00:00:00.000Z,
120330239996854274,164,1,Faygo,204377881315508224,Posting a nsfw video in #mediaclub.,false,false,,,2016-12-27T00:00:00.000Z,
120330239996854274,165,1,doot-is-unbootable,134166550549757952,Permanent warning following an unban.,true,false,,∞,2016-12-27T00:00:00.000Z,
120330239996854274,166,1,Kirimash,142706650246152192,Permanent warning following an unban.,true,false,,∞,2016-12-27T00:00:00.000Z,
120330239996854274,167,1,requex,261915267498508309,Micspam in hotel lobby.,false,false,,,2016-12-26T00:00:00.000Z,
120330239996854274,168,1,Kiyoshi,193488722749030409,Contextless meme in #mediaclub.,false,false,,,2016-12-26T00:00:00.000Z,
120330239996854274,169,1,Meeon,160809056322322432,Server shilling.,false,false,,,2016-12-26T00:00:00.000Z,
120330239996854274,170,1,ok.,250224494080163842,being mildly disruptive in #newhome ,false,false,,has been asked to stop several times,2016-12-25T00:00:00.000Z,
120330239996854274,171,1,isy,138690842696089601,Permanent warning due to unban.,true,false,,∞,2016-12-25T00:00:00.000Z,
120330239996854274,172,1,Matt,209093109450145792,Permanent warning due to unban.,true,false,,∞,2016-12-24T00:00:00.000Z,
120330239996854274,173,1,Matt,209093109450145792,"everyone mention in #newhome, ten tried to delete it.",false,false,,user is banned,2016-12-23T00:00:00.000Z,
120330239996854274,174,1,I_LOVE_TORIEL,261774295527587840,Derailing conversations with contextless imagery in #newhome. 1b violation,false,false,,,2016-12-23T00:00:00.000Z,
120330239996854274,175,1,Kitcat_vambremagiswords5908,261949481799516170,Continuing to seek self-pity after being told by multiple moderators to stop and continuing with it in judgmenthall.,false,false,,,2016-12-23T00:00:00.000Z,
120330239996854274,176,1,'@Elite,251208363189338112,"all caps spam in newhome, toxic language to users",false,false,,,2016-12-21T00:00:00.000Z,
120330239996854274,177,1,Blobbo,193789388034015232,Riling up #newhome with topics illregarded after staff intervention.,false,false,,warning invalidated/old system,2016-12-20T00:00:00.000Z,
120330239996854274,178,1,secretlymrsaturn,154754188247564288,"Couldn't figure out what common sense was (1a), was toxic against others(1d) and then started to ask repeatively what common sense and toxic meant, although it's cleary in the rules (6)",false,false,,,2016-12-18T00:00:00.000Z,
120330239996854274,179,1,secretlymrsaturn,154754188247564288,Double warning,false,false,,,2016-12-18T00:00:00.000Z,
120330239996854274,180,1,doggoMayo,257668552960638976,Posting irrelevant embeds in #newhome ,false,false,,,2016-12-18T00:00:00.000Z,
120330239996854274,181,1,Dₑₜₑᵣgₑₙₜ (Flowey),259374666164994049,Server shilling in home.,false,false,,,2016-12-17T00:00:00.000Z,
120330239996854274,182,1,isy,138690842696089601,Insulting other members of the chat and posting suggestive imagery,false,false,,user is banned,2016-12-17T00:00:00.000Z,
120330239996854274,183,1,Stivmas likes to flip tables,130740715180261376,"Kept meming in #newhome , despite being told to stop",false,false,,,2016-12-17T00:00:00.000Z,
120330239996854274,184,1,DogeMayo,257668552960638976,"Derailing newhome several times, using bots outside #truelab, Rule Lawyering and being generally stubborn in #judgmenthall",false,false,,,2016-12-17T00:00:00.000Z,
120330239996854274,185,1,DogeMayo,257668552960638976,"Continuing to meme directly after being released from #judgmenthall, further Rule Lawyering",false,false,,,2016-12-17T00:00:00.000Z,
120330239996854274,186,1,sam,250039556567465984,Disrupting voice chat,false,false,,,2016-12-17T00:00:00.000Z,
120330239996854274,187,1,killr,259530257302945792,disrupting voice chat,false,false,,,2016-12-17T00:00:00.000Z,
120330239996854274,188,1,sam,250039556567465984,"defiance of mods, we told him to stop at his first warning and he went at it again",false,false,,,2016-12-17T00:00:00.000Z,
120330239996854274,189,1,UndertaleTrash420,259035467331272706,Posting irrelevant images in newhome.,false,false,,,2016-12-16T00:00:00.000Z,
120330239996854274,190,1,Katiebug586,157238090593861632,Harassment in DMs.,false,false,,,2016-12-16T00:00:00.000Z,
120330239996854274,191,1,Doktor_Luke,194181911231463424,permanent warning from a sucessfull appeal,true,false,,∞,2016-12-16T00:00:00.000Z,
120330239996854274,192,1,Radio,150237761322876928,threatened to blackmail a user who was lying,false,false,,,2016-12-16T00:00:00.000Z,
120330239996854274,193,1,Yato,259348661878652928,Stealing art and telling people it was their own art in #mediaclub.,false,false,,,2016-12-16T00:00:00.000Z,
120330239996854274,194,1,Undertalethrash420,259035467331272706,Defiance of mods,false,false,,,2016-12-16T00:00:00.000Z,
120330239996854274,195,1,Christmas Bob Ross,248465548126584833,Server shill,false,false,,,2016-12-16T00:00:00.000Z,
120330239996854274,196,1,Annuit Coeptis,253055896580653056,Singing that shrek song after many attempts from staff and users to stop: kicked from inactivity,false,false,,,2016-12-16T00:00:00.000Z,
120330239996854274,197,1,VeniGamiz,158330542172012544,Permanent warning for appeal,true,false,,∞,2016-12-15T00:00:00.000Z,
120330239996854274,198,1,HyperSonicX1,154002957648658432,Spamming custom emotes in newhome.,false,false,,,2016-12-15T00:00:00.000Z,
120330239996854274,199,1,Madzci,102298195505188864,"abused/circumvented delete tracker, offensive to mods, rule lawyering, toxic to other users.",false,false,,user is banned,2016-12-14T00:00:00.000Z,
120330239996854274,200,1,hoppsxnickshipfurryxd,239430072686084097,offensive avatar,false,false,,,2016-12-14T00:00:00.000Z,
